hour,atmosphericpressure (kPa),precipitation (mm),radiation (W/m2),relativehumidity (-),temperature (degrees Celsius),winddirection (degrees),windgusts (m/s),windspeed (m/s)
2019-02-16 19:00:00,98.92,,1,0.276,32.4,191.0,3.47,1.58
2019-02-16 20:00:00,99.03,,0,0.415,30.1,214.0,1.77,0.94
2019-02-16 21:00:00,99.16,,0,0.563,28.7,198.0,2.68,1.2
2019-02-16 22:00:00,99.26,,0,0.629,27.4,216.0,1.27,0.5
2019-02-16 23:00:00,99.3,,0,0.69,26.3,233.0,0.64,0.35
2019-02-17 00:00:00,99.28,,0,0.748,24.8,282.0,0.59,0.33
2019-02-17 01:00:00,99.25,,0,0.81,23.9,172.0,0.66,0.31
2019-02-17 02:00:00,99.18,,0,0.845,23.2,275.0,0.2,0.13
2019-02-17 03:00:00,99.14,,0,0.864,22.7,171.0,0.3,0.2
2019-02-17 04:00:00,99.11,,0,0.864,21.8,179.0,0.29,0.2
2019-02-17 05:00:00,99.08,,0,0.874,21.5,189.0,0.36,0.18
2019-02-17 06:00:00,99.13,,0,0.872,21.7,114.0,0.26,0.09
2019-02-17 07:00:00,99.19,,0,0.875,21.6,100.0,0.42,0.26
2019-02-17 08:00:00,99.28,,16,0.885,21.9,308.0,0.42,0.19
2019-02-17 09:00:00,99.31,,127,0.829,24.8,112.0,0.79,0.36
2019-02-17 10:00:00,99.34,,237,0.813,27.8,303.0,1.55,0.98
2019-02-17 11:00:00,99.32,,344,0.754,29.9,232.0,2.54,1.46
2019-02-17 12:00:00,99.21,,427,0.606,32.2,195.0,2.65,1.41
2019-02-17 13:00:00,99.09,,452,0.491,33.9,115.0,2.67,1.3
2019-02-17 14:00:00,98.96,,442,0.413,34.9,131.0,2.08,0.99
2019-02-17 15:00:00,98.83,,363,0.396,35.6,217.0,2.88,1.81
2019-02-17 16:00:00,98.74,,262,0.362,37.1,269.0,1.78,1.07
2019-02-17 17:00:00,98.72,,139,0.356,36.6,235.0,1.57,0.92
2019-02-17 18:00:00,98.75,,46,0.384,35.0,216.0,1.24,0.82
2019-02-17 19:00:00,98.82,,1,0.435,32.6,210.0,1.2,0.71
2019-02-17 20:00:00,98.93,,0,0.528,29.4,195.0,0.2,0.14
2019-02-17 21:00:00,99.06,,0,0.687,29.7,220.0,3.52,1.17
2019-02-17 22:00:00,99.14,,0,0.703,28.9,217.0,2.45,1.01
2019-02-17 23:00:00,99.2,,0,0.76,28.1,227.0,1.45,0.79
2019-02-18 00:00:00,99.2,,0,0.823,27.4,215.0,1.73,0.6
2019-02-18 01:00:00,99.18,,0,0.873,27.0,234.0,1.54,0.67
2019-02-18 02:00:00,99.13,,0,0.885,26.9,238.0,0.85,0.54
2019-02-18 03:00:00,99.08,,0,0.905,26.0,227.0,0.46,0.38
2019-02-18 04:00:00,99.06,,0,0.923,25.3,255.0,0.32,0.24
2019-02-18 05:00:00,99.06,,0,0.928,24.7,272.0,0.28,0.15
2019-02-18 06:00:00,99.07,,0,0.938,24.1,203.0,0.25,0.13
2019-02-18 07:00:00,99.12,,0,0.946,23.7,281.0,0.43,0.26
2019-02-18 08:00:00,99.15,,40,0.955,24.0,2.0,0.74,0.36
2019-02-18 09:00:00,99.23,,121,0.895,26.6,320.0,1.31,0.71
2019-02-18 10:00:00,99.23,,219,0.836,29.2,283.0,2.07,1.08
2019-02-18 11:00:00,99.21,,358,0.699,31.1,283.0,1.99,1.15
2019-02-18 12:00:00,99.15,,427,0.628,32.9,265.0,2.25,1.23
2019-02-18 13:00:00,99.02,,466,0.562,33.8,202.0,2.62,1.34
2019-02-18 14:00:00,98.88,,427,0.494,35.2,212.0,1.87,1.08
2019-02-18 15:00:00,98.74,,367,0.482,35.1,187.0,2.47,1.24
2019-02-18 16:00:00,98.68,,266,0.442,36.1,182.0,1.44,0.78
2019-02-18 17:00:00,98.62,,134,0.455,35.4,230.0,1.99,1.14
2019-02-18 18:00:00,98.61,,42,0.472,34.0,204.0,2.21,0.93
2019-02-18 19:00:00,98.68,,0,0.507,32.2,231.0,0.73,0.44
2019-02-18 20:00:00,98.78,,0,0.653,30.5,215.0,2.02,1.08
2019-02-18 21:00:00,98.88,,0,0.773,29.0,215.0,2.09,0.89
2019-02-18 22:00:00,98.98,,0,0.804,28.2,212.0,2.46,1.08
2019-02-18 23:00:00,99.05,,0,0.841,27.7,232.0,1.26,0.79
2019-02-19 00:00:00,99.06,,0,0.858,27.5,248.0,1.81,1.1
2019-02-19 01:00:00,99.04,,0,0.874,27.2,262.0,1.18,0.67
2019-02-19 02:00:00,99.0,,0,0.881,26.9,269.0,1.66,0.78
2019-02-19 03:00:00,98.95,,0,0.901,26.2,247.0,0.42,0.3
2019-02-19 04:00:00,98.89,,0,0.926,25.5,252.0,0.38,0.25
2019-02-19 05:00:00,98.89,,0,0.926,25.1,222.0,0.27,0.12
2019-02-19 06:00:00,98.94,,0,0.938,25.5,302.0,0.51,0.37
2019-02-19 07:00:00,98.97,,1,0.939,25.1,264.0,0.54,0.37
2019-02-19 08:00:00,98.99,,66,0.958,25.6,296.0,0.61,0.37
2019-02-19 09:00:00,99.01,,90,0.9,27.4,269.0,1.05,0.67
2019-02-19 10:00:00,99.03,,134,0.844,28.5,283.0,1.79,1.15
2019-02-19 11:00:00,99.03,,262,0.78,30.1,281.0,1.38,0.93
2019-02-19 12:00:00,98.93,,309,0.682,31.1,230.0,1.47,0.94
2019-02-19 13:00:00,98.81,,477,0.562,32.8,125.0,2.7,1.23
2019-02-19 14:00:00,98.68,,543,0.462,34.9,154.0,2.21,1.23
2019-02-19 15:00:00,98.55,,438,0.426,36.0,138.0,2.53,1.29
2019-02-19 16:00:00,98.48,,294,0.409,36.3,323.0,1.27,0.59
2019-02-19 17:00:00,98.47,,132,0.385,36.6,238.0,2.59,1.24
2019-02-19 18:00:00,98.5,,52,0.405,35.1,233.0,2.35,1.0
2019-02-19 19:00:00,98.56,,0,0.426,33.1,220.0,1.01,0.68
2019-02-19 20:00:00,98.68,,0,0.733,29.9,198.0,3.58,1.11
2019-02-19 21:00:00,98.77,,0,0.781,28.7,195.0,5.25,2.01
2019-02-19 22:00:00,98.87,,0,0.818,28.0,211.0,3.11,1.39
2019-02-19 23:00:00,98.91,,0,0.844,27.4,227.0,1.29,0.65
2019-02-20 00:00:00,98.93,,0,0.861,27.2,265.0,0.74,0.5
2019-02-20 01:00:00,98.88,,0,0.874,27.0,244.0,0.72,0.52
2019-02-20 02:00:00,98.85,,0,0.883,26.8,276.0,0.91,0.59
2019-02-20 03:00:00,98.82,,0,0.891,26.4,281.0,0.71,0.5
2019-02-20 04:00:00,98.85,,0,0.901,26.3,259.0,0.67,0.43
2019-02-20 05:00:00,98.87,,0,0.914,26.2,282.0,1.0,0.62
2019-02-20 06:00:00,98.88,,0,0.925,25.5,258.0,0.65,0.39
2019-02-20 07:00:00,98.93,,0,0.941,25.4,269.0,0.34,0.22
2019-02-20 08:00:00,99.0,,42,0.945,25.8,292.0,1.16,0.7
2019-02-20 09:00:00,99.06,,88,0.911,27.2,258.0,2.39,1.21
2019-02-20 10:00:00,99.11,,105,0.827,29.2,268.0,2.16,1.34
2019-02-20 11:00:00,99.07,,342,0.731,31.5,285.0,2.92,1.67
2019-02-20 12:00:00,99.01,,247,0.634,32.6,279.0,2.69,1.55
2019-02-20 13:00:00,98.9,,588,0.517,34.7,244.0,3.14,1.46
2019-02-20 14:00:00,98.78,,532,0.484,35.2,136.0,2.68,1.65
2019-02-20 15:00:00,98.67,,450,0.429,36.9,223.0,2.79,1.32
2019-02-20 16:00:00,98.61,,304,0.424,36.8,170.0,1.8,0.61
2019-02-20 17:00:00,98.62,,156,0.445,36.3,216.0,4.22,1.89
2019-02-20 18:00:00,98.61,,54,0.464,35.0,193.0,2.1,0.91
2019-02-20 19:00:00,98.7,,1,0.644,32.1,206.0,3.39,1.66
2019-02-20 20:00:00,98.83,,0,0.72,30.3,197.0,3.02,1.66
2019-02-20 21:00:00,98.93,,0,0.775,29.1,223.0,1.34,0.74
2019-02-20 22:00:00,99.0,,0,0.808,28.4,200.0,2.62,1.37
2019-02-20 23:00:00,99.07,,0,0.844,27.8,224.0,2.47,1.01
2019-02-21 00:00:00,99.13,,0,0.858,27.7,238.0,1.62,0.94
2019-02-21 01:00:00,99.18,,0,0.868,27.6,251.0,2.14,0.92
2019-02-21 02:00:00,99.09,,0,0.885,27.0,249.0,1.51,0.92
2019-02-21 03:00:00,99.06,,0,0.901,26.5,255.0,0.78,0.5
2019-02-21 04:00:00,99.02,,0,0.903,26.8,252.0,1.14,0.67
2019-02-21 05:00:00,99.03,,0,0.912,26.6,230.0,1.26,0.6
2019-02-21 06:00:00,99.1,,0,0.911,26.8,294.0,1.76,1.12
2019-02-21 07:00:00,99.17,,0,0.914,26.5,283.0,2.4,1.4
2019-02-21 08:00:00,99.19,,56,0.927,26.7,286.0,1.16,0.7
2019-02-21 09:00:00,99.22,,133,0.884,27.9,281.0,3.37,1.69
2019-02-21 10:00:00,99.25,,296,0.813,29.9,260.0,2.69,1.6
2019-02-21 11:00:00,99.21,,417,0.72,31.7,283.0,3.23,1.49
2019-02-21 12:00:00,99.13,,544,0.623,33.5,197.0,3.22,1.45
2019-02-21 13:00:00,99.02,,253,0.586,34.5,202.0,2.46,1.49
2019-02-21 14:00:00,98.9,,555,0.489,36.5,253.0,2.48,1.51
2019-02-21 15:00:00,98.79,,467,0.462,36.8,298.0,3.16,1.98
2019-02-21 16:00:00,98.73,,173,0.44,36.6,158.0,1.54,0.62
2019-02-21 17:00:00,98.75,,44,0.462,35.6,236.0,2.79,1.4
2019-02-21 18:00:00,98.85,,14,0.567,33.2,228.0,4.83,1.81
2019-02-21 19:00:00,98.92,,0,0.602,30.4,240.0,2.55,1.25
2019-02-21 20:00:00,99.04,,0,0.648,29.3,212.0,3.58,1.81
2019-02-21 21:00:00,99.13,,0,0.742,28.6,224.0,2.66,1.1
2019-02-21 22:00:00,99.21,,0,0.788,28.2,229.0,2.83,1.47
2019-02-21 23:00:00,99.27,,0,0.831,27.6,242.0,2.35,0.91
2019-02-22 00:00:00,99.27,,0,0.858,27.1,242.0,1.06,0.62
2019-02-22 01:00:00,99.26,,0,0.888,26.3,237.0,0.67,0.44
2019-02-22 02:00:00,99.21,,0,0.893,26.4,273.0,1.61,0.77
2019-02-22 03:00:00,99.17,,0,0.895,26.5,252.0,1.28,0.62
2019-02-22 04:00:00,99.15,,0,0.899,26.6,263.0,1.86,0.88
2019-02-22 05:00:00,99.13,,0,0.89,26.9,268.0,2.35,1.13
2019-02-22 06:00:00,99.16,,0,0.905,26.3,260.0,0.66,0.33
2019-02-22 07:00:00,99.18,,0,0.914,25.9,277.0,1.41,0.69
2019-02-22 08:00:00,99.2,,35,0.93,26.0,281.0,1.38,0.68
2019-02-22 09:00:00,99.23,,110,0.892,27.7,258.0,4.08,1.73
2019-02-22 10:00:00,99.29,,197,0.814,29.6,232.0,2.75,1.52
2019-02-22 11:00:00,99.25,,289,0.746,30.9,232.0,2.85,1.38
2019-02-22 12:00:00,99.18,,481,0.683,32.0,205.0,3.42,1.76
2019-02-22 13:00:00,99.09,,401,0.629,33.2,214.0,4.14,1.88
2019-02-22 14:00:00,98.99,,348,0.563,34.3,223.0,3.74,1.63
2019-02-22 15:00:00,98.87,,246,0.551,34.2,248.0,3.21,1.55
2019-02-22 16:00:00,98.75,,203,0.531,34.9,240.0,2.16,1.06
2019-02-22 17:00:00,98.8,,125,0.625,32.9,194.0,3.7,1.68
2019-02-22 18:00:00,98.85,,66,0.672,32.0,189.0,3.92,1.89
2019-02-22 19:00:00,98.93,,1,0.72,30.5,174.0,4.21,2.21
2019-02-22 20:00:00,99.02,,0,0.756,29.4,185.0,2.99,1.4
2019-02-22 21:00:00,99.11,,0,0.808,28.6,211.0,2.3,1.31
2019-02-22 22:00:00,99.18,,0,0.833,27.9,225.0,4.27,1.6
2019-02-22 23:00:00,99.18,,0,0.859,27.2,231.0,1.84,0.62
2019-02-23 00:00:00,99.16,,0,0.878,26.8,226.0,1.11,0.67
2019-02-23 01:00:00,99.13,,0,0.901,26.3,259.0,0.57,0.38
2019-02-23 02:00:00,99.06,,0,0.898,26.8,245.0,2.45,0.92
2019-02-23 03:00:00,99.01,,0,0.9,26.7,240.0,1.76,0.96
2019-02-23 04:00:00,99.01,,0,0.905,26.6,229.0,1.83,0.77
2019-02-23 05:00:00,98.98,,0,0.91,26.5,248.0,2.89,1.11
2019-02-23 06:00:00,98.99,,0,0.921,26.1,264.0,1.11,0.45
2019-02-23 07:00:00,99.03,,2,0.93,26.3,271.0,1.02,0.6
2019-02-23 08:00:00,99.08,,62,0.927,26.7,261.0,1.99,0.88
2019-02-23 09:00:00,99.13,,159,0.869,28.5,241.0,2.73,1.27
2019-02-23 10:00:00,99.19,,168,0.805,30.0,230.0,3.42,1.53
2019-02-23 11:00:00,99.16,,508,0.685,32.4,242.0,2.9,1.68
2019-02-23 12:00:00,99.09,,517,0.623,33.5,229.0,2.94,1.55
2019-02-23 13:00:00,98.96,,628,0.557,34.9,258.0,4.69,1.88
2019-02-23 14:00:00,98.8,,579,0.499,36.3,228.0,3.7,1.81
2019-02-23 15:00:00,98.67,,177,0.475,36.3,211.0,2.13,1.41
2019-02-23 16:00:00,98.76,,33,0.632,29.6,205.0,5.74,2.23
2019-02-23 17:00:00,98.76,,8,0.696,26.8,207.0,2.8,1.42
2019-02-23 18:00:00,98.75,,9,0.684,26.7,235.0,1.3,0.61
2019-02-23 19:00:00,98.75,,0,0.703,27.1,167.0,1.25,0.68
2019-02-23 20:00:00,98.83,,0,0.767,27.2,234.0,0.64,0.32
2019-02-23 21:00:00,98.94,,0,0.789,27.1,209.0,1.66,0.74
2019-02-23 22:00:00,99.05,,0,0.832,26.8,226.0,1.81,1.05
2019-02-23 23:00:00,99.05,,0,0.858,26.8,211.0,1.31,0.59
2019-02-24 00:00:00,99.01,,0,0.892,26.3,247.0,1.08,0.51
2019-02-24 01:00:00,98.92,,0,0.901,26.0,268.0,0.85,0.56
2019-02-24 02:00:00,98.87,,0,0.911,26.1,266.0,0.52,0.36
2019-02-24 03:00:00,98.79,,0,0.912,26.2,234.0,0.71,0.34
2019-02-24 04:00:00,98.81,,0,0.917,26.1,263.0,0.89,0.4
2019-02-24 05:00:00,98.79,,0,0.926,26.0,274.0,0.68,0.39
2019-02-24 06:00:00,98.81,,0,0.924,26.4,278.0,1.0,0.51
2019-02-24 07:00:00,98.85,,0,0.923,26.2,268.0,0.36,0.28
2019-02-24 08:00:00,98.84,,55,0.929,26.5,268.0,1.06,0.45
2019-02-24 09:00:00,98.93,,165,0.879,28.1,244.0,2.08,0.83
2019-02-24 10:00:00,98.98,,286,0.83,29.4,227.0,3.23,1.49
2019-02-24 11:00:00,99.16,,7,0.859,25.2,293.0,2.36,1.1
2019-02-24 12:00:00,99.02,,38,0.973,22.4,272.0,0.89,0.44
2019-02-24 13:00:00,98.99,,21,0.951,22.6,264.0,0.49,0.2
2019-02-24 14:00:00,98.95,,22,0.942,23.0,1.0,0.55,0.17
2019-02-24 15:00:00,98.84,,55,0.965,22.9,293.0,0.95,0.56
2019-02-24 16:00:00,98.75,,73,0.944,23.7,304.0,0.95,0.61
2019-02-24 17:00:00,98.73,,38,0.929,24.1,327.0,0.57,0.24
2019-02-24 18:00:00,98.74,,23,0.93,23.9,246.0,1.2,0.64
2019-02-24 19:00:00,98.73,,0,0.938,23.5,227.0,0.56,0.33
2019-02-24 20:00:00,98.84,,0,0.938,23.1,340.0,0.58,0.27
2019-02-24 21:00:00,98.9,,0,0.944,23.1,281.0,0.28,0.23
2019-02-24 22:00:00,98.9,,0,0.952,22.8,317.0,0.34,0.17
2019-02-24 23:00:00,98.94,,0,0.964,22.5,295.0,0.44,0.27
2019-02-25 00:00:00,98.99,,0,0.955,22.4,325.0,0.42,0.33
2019-02-25 01:00:00,98.95,,0,0.963,22.4,290.0,0.27,0.24
2019-02-25 02:00:00,98.91,,0,0.965,22.6,299.0,0.41,0.35
2019-02-25 03:00:00,98.83,,0,0.973,22.6,294.0,0.43,0.36
2019-02-25 04:00:00,98.79,,0,0.968,22.2,312.0,0.39,0.29
2019-02-25 05:00:00,98.73,,0,0.972,21.9,283.0,0.41,0.27
2019-02-25 06:00:00,98.75,,0,0.973,21.9,280.0,0.4,0.33
2019-02-25 07:00:00,98.83,,1,0.969,22.1,294.0,0.45,0.28
2019-02-25 08:00:00,98.9,,29,0.948,22.8,294.0,0.57,0.38
2019-02-25 09:00:00,98.9,,102,0.9,24.3,320.0,1.32,0.62
2019-02-25 10:00:00,98.95,,164,0.873,25.5,332.0,0.77,0.34
2019-02-25 11:00:00,98.95,,262,0.837,27.8,278.0,1.05,0.52
2019-02-25 12:00:00,98.9,,478,0.792,29.6,284.0,2.66,0.92
2019-02-25 13:00:00,98.81,,566,0.756,30.5,239.0,3.54,1.32
2019-02-25 14:00:00,98.74,,444,0.709,31.9,246.0,2.45,1.28
2019-02-25 15:00:00,98.59,,564,0.651,32.9,240.0,2.32,1.29
2019-02-25 16:00:00,98.56,,429,0.642,33.0,213.0,2.35,1.21
2019-02-25 17:00:00,98.55,,209,0.618,32.7,245.0,2.57,1.26
2019-02-25 18:00:00,98.53,,101,0.658,31.8,222.0,3.35,1.06
2019-02-25 19:00:00,98.63,,0,0.708,30.2,221.0,2.79,1.09
2019-02-25 20:00:00,98.78,,0,0.755,29.1,251.0,1.54,0.62
2019-02-25 21:00:00,98.92,,0,0.818,28.2,219.0,0.9,0.38
2019-02-25 22:00:00,99.02,,0,0.785,27.6,213.0,3.12,1.02
2019-02-25 23:00:00,99.02,,0,0.838,26.5,217.0,1.92,1.16
2019-02-26 00:00:00,98.98,,0,0.869,25.7,254.0,0.88,0.35
2019-02-26 01:00:00,98.93,,0,0.889,25.4,260.0,1.01,0.34
2019-02-26 02:00:00,98.89,,0,0.912,24.7,17.0,0.28,0.13
2019-02-26 03:00:00,98.85,,0,0.929,24.4,255.0,0.4,0.28
2019-02-26 04:00:00,98.89,,0,0.928,24.2,303.0,0.15,0.07
2019-02-26 05:00:00,98.91,,0,0.938,24.6,326.0,0.5,0.22
2019-02-26 06:00:00,98.88,,0,0.94,24.8,297.0,0.67,0.48
2019-02-26 07:00:00,98.94,,0,0.944,24.5,278.0,0.28,0.27
2019-02-26 08:00:00,99.02,,48,0.956,24.8,324.0,0.69,0.38
2019-02-26 09:00:00,99.08,,62,0.938,26.0,330.0,1.28,0.47
2019-02-26 10:00:00,99.13,,358,0.903,27.5,109.0,1.41,0.58
2019-02-26 11:00:00,99.1,,191,0.804,29.3,260.0,2.54,1.01
2019-02-26 12:00:00,99.02,,472,0.697,31.0,198.0,1.58,0.62
2019-02-26 13:00:00,99.02,,149,0.767,26.0,117.0,8.42,4.78
2019-02-26 14:00:00,99.03,,112,0.948,22.6,,,
2019-02-26 15:00:00,98.96,,112,0.883,24.0,126.0,2.84,1.29
2019-02-26 16:00:00,98.94,,43,0.863,24.2,122.0,1.4,0.79
2019-02-26 17:00:00,98.9,,41,0.863,23.9,115.0,1.21,0.54
2019-02-26 18:00:00,98.88,,22,0.796,24.1,111.0,1.18,0.64
2019-02-26 19:00:00,98.95,,0,0.808,23.7,252.0,0.51,0.31
2019-02-26 20:00:00,99.02,,0,0.86,23.0,240.0,0.32,0.26
2019-02-26 21:00:00,99.05,,0,0.881,22.8,235.0,0.27,0.23
2019-02-26 22:00:00,99.06,,0,0.906,22.6,265.0,0.31,0.23
2019-02-26 23:00:00,99.1,,0,0.917,22.5,272.0,0.23,0.19
2019-02-27 00:00:00,99.08,,0,0.923,22.5,296.0,0.36,0.27
2019-02-27 01:00:00,99.04,,0,0.918,22.7,256.0,0.39,0.24
2019-02-27 02:00:00,98.98,,0,0.876,23.6,212.0,0.88,0.45
2019-02-27 03:00:00,98.97,,0,0.886,23.4,80.0,0.35,0.14
2019-02-27 04:00:00,98.97,,0,0.903,22.9,289.0,0.37,0.28
2019-02-27 05:00:00,98.97,,0,0.923,22.4,295.0,0.23,0.18
2019-02-27 06:00:00,98.98,,0,0.927,22.6,354.0,0.33,0.17
2019-02-27 07:00:00,99.04,,1,0.931,22.2,269.0,0.28,0.22
2019-02-27 08:00:00,99.1,,36,0.921,22.7,327.0,0.66,0.21
2019-02-27 09:00:00,99.18,,156,0.915,23.7,320.0,0.56,0.18
2019-02-27 10:00:00,99.19,,335,0.895,26.1,357.0,1.42,0.66
2019-02-27 11:00:00,99.2,,350,0.767,29.0,316.0,1.43,0.51
2019-02-27 12:00:00,99.13,,427,0.708,30.0,200.0,2.46,1.21
2019-02-27 13:00:00,99.04,,631,0.649,31.5,235.0,3.14,1.37
2019-02-27 14:00:00,98.91,,630,0.569,32.7,276.0,1.8,0.84
2019-02-27 15:00:00,98.82,,444,0.549,32.7,156.0,2.42,1.15
2019-02-27 16:00:00,98.76,,367,0.595,32.7,219.0,2.56,1.34
2019-02-27 17:00:00,98.77,,149,0.633,31.4,163.0,2.03,1.07
2019-02-27 18:00:00,98.82,,48,0.594,30.7,189.0,1.79,0.81
2019-02-27 19:00:00,98.86,,0,0.687,29.7,207.0,0.78,0.44
2019-02-27 20:00:00,98.96,,0,0.726,29.0,213.0,1.48,0.54
2019-02-27 21:00:00,99.05,,0,0.785,28.0,212.0,1.5,0.84
2019-02-27 22:00:00,99.12,,0,0.797,27.4,226.0,2.31,0.81
2019-02-27 23:00:00,99.16,,0,0.78,27.1,223.0,1.45,0.86
2019-02-28 00:00:00,99.19,,0,0.825,26.6,244.0,0.72,0.45
2019-02-28 01:00:00,99.18,,0,0.861,26.1,276.0,0.8,0.44
2019-02-28 02:00:00,99.13,,0,0.881,25.8,287.0,1.19,0.72
2019-02-28 03:00:00,99.04,,0,0.903,25.3,264.0,0.37,0.18
2019-02-28 04:00:00,99.02,,0,0.919,25.0,266.0,0.34,0.29
2019-02-28 05:00:00,99.08,,0,0.927,25.0,272.0,0.98,0.42
2019-02-28 06:00:00,99.13,,0,0.854,24.1,294.0,1.91,1.03
2019-02-28 07:00:00,99.16,,2,0.877,23.3,284.0,0.82,0.52
2019-02-28 08:00:00,99.19,,78,0.899,23.5,276.0,1.03,0.62
2019-02-28 09:00:00,99.18,,246,0.87,25.2,317.0,1.11,0.68
2019-02-28 10:00:00,99.21,,457,0.729,28.9,80.0,1.3,0.63
2019-02-28 11:00:00,99.18,,629,0.61,31.8,265.0,1.67,1.09
2019-02-28 12:00:00,99.15,,682,0.527,33.5,281.0,3.17,1.37
2019-02-28 13:00:00,99.01,,646,0.488,34.3,230.0,2.81,1.18
2019-02-28 14:00:00,98.91,,299,0.496,34.0,186.0,1.83,0.78
2019-02-28 15:00:00,98.8,,262,0.546,33.5,254.0,3.03,1.77
2019-02-28 16:00:00,98.74,,165,0.515,33.4,259.0,2.57,1.2
2019-02-28 17:00:00,98.77,,19,0.564,32.2,218.0,2.15,1.11
2019-02-28 18:00:00,98.89,,26,0.667,30.2,217.0,1.85,0.81
2019-02-28 19:00:00,98.97,,1,0.666,28.4,191.0,1.27,0.62
2019-02-28 20:00:00,99.13,,0,0.716,27.1,197.0,0.81,0.32
2019-02-28 21:00:00,99.27,,0,0.752,27.5,121.0,2.06,1.05
2019-02-28 22:00:00,99.38,,0,0.793,25.1,359.0,2.55,1.2
2019-02-28 23:00:00,99.33,,0,0.931,22.8,10.0,0.96,0.48
2019-03-01 00:00:00,99.34,,0,0.919,22.9,201.0,0.85,0.53
2019-03-01 01:00:00,99.3,,0,0.937,23.0,254.0,0.36,0.28
2019-03-01 02:00:00,99.26,,0,0.953,23.0,300.0,0.55,0.35
2019-03-01 03:00:00,99.2,,0,0.947,22.8,354.0,0.42,0.23
2019-03-01 04:00:00,99.21,,0,0.944,22.4,48.0,1.15,0.39
2019-03-01 05:00:00,99.16,,0,0.952,22.4,319.0,0.21,0.14
2019-03-01 06:00:00,99.12,,0,0.931,23.0,345.0,0.77,0.34
2019-03-01 07:00:00,99.09,,0,0.954,22.7,8.0,0.43,0.28
2019-03-01 08:00:00,99.15,,30,0.966,23.0,315.0,0.46,0.34
2019-03-01 09:00:00,99.3,,84,0.973,23.8,301.0,1.23,0.48
2019-03-01 10:00:00,99.39,,316,0.938,24.7,250.0,1.98,1.07
2019-03-01 11:00:00,99.4,,615,0.745,28.2,271.0,0.89,0.49
2019-03-01 12:00:00,99.33,,698,0.691,29.5,306.0,2.26,1.24
2019-03-01 13:00:00,99.24,,404,0.633,31.2,295.0,1.82,0.98
2019-03-01 14:00:00,99.12,,665,0.582,31.9,297.0,2.39,1.09
2019-03-01 15:00:00,98.97,,669,0.492,34.0,276.0,2.82,1.34
2019-03-01 16:00:00,98.92,,77,0.476,33.0,260.0,1.0,0.6
2019-03-01 17:00:00,98.94,,138,0.494,32.2,275.0,2.04,1.1
2019-03-01 18:00:00,98.98,,39,0.57,30.9,243.0,1.72,0.9
2019-03-01 19:00:00,99.05,,0,0.607,29.4,232.0,0.98,0.52
2019-03-01 20:00:00,99.11,,0,0.65,28.5,259.0,0.67,0.35
2019-03-01 21:00:00,99.18,,0,0.683,27.9,259.0,0.63,0.32
2019-03-01 22:00:00,99.28,,0,0.688,27.7,269.0,1.32,0.78
2019-03-01 23:00:00,99.33,,0,0.754,26.2,240.0,0.25,0.17
2019-03-02 00:00:00,99.34,,0,0.803,25.4,248.0,0.26,0.21
2019-03-02 01:00:00,99.26,,0,0.848,24.5,275.0,0.27,0.21
2019-03-02 02:00:00,99.19,,0,0.873,24.0,281.0,0.24,0.18
2019-03-02 03:00:00,99.14,,0,0.897,23.6,241.0,0.39,0.24
2019-03-02 04:00:00,99.13,,0,0.907,23.3,262.0,0.2,0.14
2019-03-02 05:00:00,99.12,,0,0.925,22.8,247.0,0.23,0.19
2019-03-02 06:00:00,99.15,,0,0.932,22.7,295.0,0.23,0.17
2019-03-02 07:00:00,99.22,,1,0.944,22.4,282.0,0.21,0.19
2019-03-02 08:00:00,99.27,,119,0.981,23.6,302.0,0.44,0.35
2019-03-02 09:00:00,99.29,,285,0.794,27.4,283.0,1.55,0.67
2019-03-02 10:00:00,99.29,,344,0.618,28.8,9.0,2.36,0.87
2019-03-02 11:00:00,99.28,,594,0.533,31.2,327.0,2.74,1.04
2019-03-02 12:00:00,99.18,,689,0.477,33.0,302.0,2.54,0.95
2019-03-02 13:00:00,99.1,,720,0.409,34.2,319.0,3.14,1.35
2019-03-02 14:00:00,99.0,,665,0.384,35.2,322.0,1.99,1.25
2019-03-02 15:00:00,98.89,,326,0.349,35.5,208.0,3.46,1.26
2019-03-02 16:00:00,98.82,,445,0.31,36.4,314.0,2.56,0.8
2019-03-02 17:00:00,98.84,,87,0.287,36.1,177.0,0.94,0.61
2019-03-02 18:00:00,98.84,,69,0.431,34.7,251.0,0.89,0.56
2019-03-02 19:00:00,98.95,,4,0.578,31.8,209.0,4.01,1.32
2019-03-02 20:00:00,99.06,,0,0.679,29.8,217.0,2.2,1.14
2019-03-02 21:00:00,99.15,,0,0.733,28.6,226.0,2.29,0.97
2019-03-02 22:00:00,99.25,,0,0.783,27.6,224.0,1.83,0.71
2019-03-02 23:00:00,99.29,,0,0.822,26.8,249.0,0.91,0.37
2019-03-03 00:00:00,99.31,,0,0.842,26.5,241.0,0.94,0.53
2019-03-03 01:00:00,99.23,,0,0.871,25.7,240.0,0.94,0.46
2019-03-03 02:00:00,99.13,,0,0.909,24.5,266.0,0.21,0.19
2019-03-03 03:00:00,99.06,,0,0.924,24.0,263.0,0.25,0.23
2019-03-03 04:00:00,99.05,,0,0.939,23.9,257.0,0.32,0.22
2019-03-03 05:00:00,99.09,,0,0.942,24.2,266.0,0.61,0.32
2019-03-03 06:00:00,99.15,,0,0.949,24.0,276.0,0.41,0.33
