hour,atmosphericpressure (kPa),precipitation (mm),radiation (W/m2),relativehumidity (-),temperature (degrees Celsius),winddirection (degrees),windgusts (m/s),windspeed (m/s)
2020-07-18 10:00:00,99.43,0.0,233,0.862,24.6,258.0,1.43,0.87
2020-07-18 11:00:00,99.36,0.0,393,0.835,26.0,280.0,1.92,1.13
2020-07-18 12:00:00,99.32,0.0,432,0.796,27.3,230.0,1.56,0.82
2020-07-18 13:00:00,99.24,0.0,272,0.76,28.2,253.0,2.7,1.09
2020-07-18 14:00:00,99.14,0.0,586,0.734,29.3,268.0,2.12,1.13
2020-07-18 15:00:00,99.08,0.0,715,0.712,30.0,270.0,3.15,1.54
2020-07-18 16:00:00,99.03,0.0,276,0.705,29.4,250.0,1.24,0.88
2020-07-18 17:00:00,98.98,0.0,195,0.721,28.6,263.0,2.2,1.09
2020-07-18 18:00:00,98.98,0.0,66,0.725,27.3,217.0,1.81,0.7
2020-07-18 19:00:00,99.06,0.0,5,0.746,26.4,220.0,1.39,0.7
2020-07-18 20:00:00,99.09,0.0,0,0.784,25.3,222.0,2.16,0.82
2020-07-18 21:00:00,99.16,0.0,0,0.797,24.7,247.0,2.95,0.76
2020-07-18 22:00:00,99.21,0.0,0,0.813,24.0,223.0,1.33,0.5
2020-07-18 23:00:00,99.25,0.0,0,0.822,23.4,288.0,1.47,0.37
2020-07-19 00:00:00,99.26,0.0,0,0.846,22.6,252.0,0.76,0.29
2020-07-19 01:00:00,99.24,0.0,0,0.853,22.4,215.0,0.84,0.3
2020-07-19 02:00:00,99.2,0.0,0,0.861,22.3,277.0,1.08,0.35
2020-07-19 03:00:00,99.22,0.0,0,0.871,21.9,306.0,1.0,0.5
2020-07-19 04:00:00,99.18,0.0,0,0.881,21.7,270.0,0.83,0.33
2020-07-19 05:00:00,99.16,0.0,0,0.89,21.7,283.0,1.03,0.43
2020-07-19 06:00:00,99.15,0.0,0,0.889,22.0,290.0,1.59,0.64
2020-07-19 07:00:00,99.17,0.0,17,0.885,22.2,280.0,1.54,0.66
2020-07-19 08:00:00,99.22,0.0,135,0.901,23.1,267.0,1.45,0.72
2020-07-19 09:00:00,99.31,0.0,201,0.865,24.0,243.0,2.94,1.24
2020-07-19 10:00:00,99.36,0.0,168,0.831,24.7,260.0,1.59,0.69
2020-07-19 11:00:00,99.35,0.0,284,0.824,25.4,253.0,1.7,0.86
2020-07-19 12:00:00,99.27,0.0,814,0.759,28.5,268.0,3.06,1.17
2020-07-19 13:00:00,99.23,0.0,240,0.782,27.1,290.0,3.23,1.46
2020-07-19 14:00:00,99.12,0.0,360,0.771,27.9,239.0,1.9,0.84
2020-07-19 15:00:00,99.02,0.0,391,0.754,28.6,276.0,2.41,1.15
2020-07-19 16:00:00,98.95,0.0,282,0.753,28.1,258.0,2.11,1.07
2020-07-19 17:00:00,98.9,0.0,217,0.741,28.0,268.0,2.52,1.35
2020-07-19 18:00:00,98.9,0.0,54,0.746,27.3,249.0,2.06,0.93
2020-07-19 19:00:00,98.96,0.0,3,0.745,26.5,201.0,1.35,0.51
2020-07-19 20:00:00,99.0,0.0,0,0.786,25.5,215.0,1.55,0.69
2020-07-19 21:00:00,99.03,0.0,0,0.807,25.0,195.0,2.49,0.78
2020-07-19 22:00:00,99.07,0.0,0,0.822,24.3,217.0,1.16,0.55
2020-07-19 23:00:00,99.15,0.0,0,0.838,23.7,269.0,1.2,0.45
2020-07-20 00:00:00,99.13,0.0,0,0.847,23.7,267.0,2.73,1.0
2020-07-20 01:00:00,99.16,0.0,0,0.847,23.5,272.0,1.17,0.4
2020-07-20 02:00:00,99.17,0.0,0,0.849,23.4,281.0,2.31,0.97
2020-07-20 03:00:00,99.14,0.0,0,0.856,23.3,288.0,1.71,0.88
2020-07-20 04:00:00,99.1,0.0,0,0.863,22.8,285.0,1.32,0.49
2020-07-20 05:00:00,99.05,0.0,0,0.876,22.6,6.0,0.28,0.12
2020-07-20 06:00:00,99.08,0.0,0,0.89,22.2,283.0,0.39,0.24
2020-07-20 07:00:00,99.11,0.0,9,0.893,22.2,307.0,0.32,0.26
2020-07-20 08:00:00,99.14,0.0,57,0.897,23.0,228.0,1.35,0.72
2020-07-20 09:00:00,99.2,0.0,223,0.882,23.9,234.0,2.18,1.19
2020-07-20 10:00:00,99.21,0.0,458,0.835,26.0,240.0,1.73,0.92
2020-07-20 11:00:00,99.24,0.0,294,0.793,26.3,269.0,2.48,1.09
2020-07-20 12:00:00,99.21,0.0,432,0.794,27.4,248.0,2.32,1.05
2020-07-20 13:00:00,99.16,0.0,509,0.753,28.4,223.0,2.04,0.63
2020-07-20 14:00:00,99.07,0.0,825,0.692,30.3,263.0,1.77,0.92
2020-07-20 15:00:00,98.99,0.0,485,0.785,27.4,269.0,3.59,1.39
2020-07-20 16:00:00,98.91,0.0,161,0.772,27.5,257.0,2.64,1.33
2020-07-20 17:00:00,98.9,0.0,363,0.727,29.1,242.0,2.98,1.06
2020-07-20 18:00:00,98.9,0.0,95,0.736,27.8,222.0,2.57,0.87
2020-07-20 19:00:00,98.96,0.0,3,0.771,26.1,209.0,2.16,1.21
2020-07-20 20:00:00,99.03,0.0,0,0.796,25.2,252.0,1.67,0.79
2020-07-20 21:00:00,99.13,0.0,0,0.82,24.4,224.0,0.85,0.44
2020-07-20 22:00:00,99.14,0.0,0,0.824,24.2,232.0,2.02,0.77
2020-07-20 23:00:00,99.19,0.0,0,0.843,23.2,216.0,0.53,0.16
2020-07-21 00:00:00,99.18,0.0,0,0.858,22.9,257.0,0.7,0.3
2020-07-21 01:00:00,99.17,0.0,0,0.862,22.6,301.0,0.38,0.22
2020-07-21 02:00:00,99.17,0.0,0,0.886,21.8,82.0,0.27,0.13
2020-07-21 03:00:00,99.08,0.0,0,0.88,22.4,282.0,1.3,0.67
2020-07-21 04:00:00,99.02,0.0,0,0.885,22.6,285.0,1.5,0.8
2020-07-21 05:00:00,99.01,0.0,0,0.888,22.7,301.0,0.65,0.46
2020-07-21 06:00:00,99.05,0.0,0,0.888,22.7,306.0,1.06,0.55
2020-07-21 07:00:00,99.11,0.0,4,0.878,22.9,265.0,1.63,0.66
2020-07-21 08:00:00,99.15,0.0,23,0.884,22.9,288.0,1.34,0.73
2020-07-21 09:00:00,99.18,0.0,114,0.876,23.9,296.0,1.84,0.97
2020-07-21 10:00:00,99.23,0.0,114,0.848,24.8,200.0,1.14,0.55
2020-07-21 11:00:00,99.2,0.0,268,0.824,26.3,216.0,1.87,0.75
2020-07-21 12:00:00,99.21,0.0,284,0.805,26.1,228.0,2.09,0.86
2020-07-21 13:00:00,99.15,0.0,713,0.783,28.0,239.0,2.54,1.24
2020-07-21 14:00:00,99.07,0.0,757,0.732,29.2,283.0,1.91,1.14
2020-07-21 15:00:00,98.98,0.0,173,0.735,29.6,280.0,1.98,1.08
2020-07-21 16:00:00,98.87,0.0,232,0.728,29.7,275.0,2.63,1.14
2020-07-21 17:00:00,98.85,0.0,167,0.733,29.4,285.0,2.73,1.47
2020-07-21 18:00:00,98.94,0.034,47,0.807,27.2,88.0,2.57,1.04
2020-07-21 19:00:00,99.01,0.017,2,0.842,23.4,199.0,2.34,1.11
2020-07-21 20:00:00,99.11,0.579,0,0.882,23.1,187.0,2.86,1.03
2020-07-21 21:00:00,99.18,0.136,0,0.889,23.1,195.0,2.01,0.73
2020-07-21 22:00:00,99.31,0.0,0,0.903,23.0,270.0,1.4,0.52
2020-07-21 23:00:00,99.33,0.0,0,0.902,23.0,240.0,0.83,0.49
2020-07-22 00:00:00,99.32,0.102,0,0.903,23.1,236.0,1.1,0.49
2020-07-22 01:00:00,99.23,0.0,0,0.894,23.1,276.0,1.23,0.83
2020-07-22 02:00:00,99.2,0.0,0,0.894,23.0,215.0,1.23,0.62
2020-07-22 03:00:00,99.12,0.0,0,0.903,22.9,243.0,0.91,0.48
2020-07-22 04:00:00,99.11,0.0,0,0.907,22.9,242.0,1.2,0.6
2020-07-22 05:00:00,99.1,0.0,0,0.903,22.8,270.0,0.8,0.56
2020-07-22 06:00:00,99.18,0.0,0,0.909,22.9,260.0,0.6,0.4
2020-07-22 07:00:00,99.23,0.0,3,0.911,23.0,264.0,0.64,0.4
2020-07-22 08:00:00,99.25,0.0,57,0.912,23.2,237.0,1.58,0.73
2020-07-22 09:00:00,99.31,0.0,306,0.942,24.4,249.0,3.3,1.39
2020-07-22 10:00:00,99.34,0.0,207,0.88,25.0,254.0,1.38,0.6
2020-07-22 11:00:00,99.32,0.0,183,0.844,25.3,301.0,0.84,0.39
2020-07-22 12:00:00,99.23,0.0,260,0.835,25.4,267.0,2.55,0.93
2020-07-22 13:00:00,99.16,0.0,253,0.82,26.5,272.0,2.56,1.24
2020-07-22 14:00:00,99.11,0.0,331,0.802,26.9,296.0,1.97,0.89
2020-07-22 15:00:00,99.02,0.0,265,0.776,27.8,264.0,1.11,0.41
2020-07-22 16:00:00,98.9,0.0,304,0.761,29.9,287.0,2.19,1.0
2020-07-22 17:00:00,98.87,0.0,306,0.72,29.7,278.0,1.48,0.62
2020-07-22 18:00:00,98.93,0.562,11,0.862,23.8,178.0,0.8,0.33
2020-07-22 19:00:00,98.95,0.017,9,0.89,23.6,310.0,1.19,0.57
2020-07-22 20:00:00,99.0,0.0,0,0.891,23.1,,,
2020-07-22 21:00:00,99.09,0.0,0,0.892,23.3,,,
2020-07-22 22:00:00,99.16,0.0,0,0.901,23.6,,,
2020-07-22 23:00:00,99.21,0.0,0,0.907,23.4,,,
2020-07-23 00:00:00,99.2,0.0,0,0.913,23.2,,,
2020-07-23 01:00:00,99.19,0.0,0,0.91,22.7,,,
2020-07-23 02:00:00,99.13,0.0,0,0.912,22.3,,,
2020-07-23 03:00:00,99.07,0.0,0,0.902,22.5,,,
2020-07-23 04:00:00,99.02,0.0,0,0.901,22.6,,,
2020-07-23 05:00:00,99.07,0.0,0,0.897,22.7,,,
2020-07-23 06:00:00,99.09,0.0,0,0.906,22.6,,,
2020-07-23 07:00:00,99.11,0.0,7,0.903,22.7,,,
2020-07-23 08:00:00,99.18,0.0,49,0.903,23.1,,,
2020-07-23 09:00:00,99.26,0.0,56,0.901,23.4,,,
2020-07-23 10:00:00,99.33,0.0,150,0.898,24.1,241.0,3.31,2.06
2020-07-23 11:00:00,99.31,0.0,320,0.872,25.5,228.0,3.55,1.52
2020-07-23 12:00:00,99.25,0.0,495,0.846,27.1,265.0,2.36,1.18
2020-07-23 13:00:00,99.15,0.0,746,0.783,28.2,273.0,1.85,1.02
2020-07-23 14:00:00,99.09,0.0,241,0.77,28.6,263.0,2.33,0.89
2020-07-23 15:00:00,99.01,0.0,708,0.723,30.0,264.0,2.5,1.42
2020-07-23 16:00:00,98.91,0.0,508,0.697,30.4,200.0,1.97,0.72
2020-07-23 17:00:00,98.86,0.0,324,0.697,30.0,221.0,2.22,1.24
2020-07-23 18:00:00,98.87,0.0,83,0.7,29.4,254.0,1.48,0.72
2020-07-23 19:00:00,98.91,0.0,7,0.749,26.3,230.0,1.99,0.9
2020-07-23 20:00:00,98.99,0.0,0,0.762,25.3,211.0,3.0,1.0
2020-07-23 21:00:00,98.99,0.0,0,0.783,24.8,214.0,2.1,0.84
2020-07-23 22:00:00,99.09,0.0,0,0.801,24.4,236.0,3.17,1.03
2020-07-23 23:00:00,99.14,0.0,0,0.836,23.7,241.0,1.06,0.34
2020-07-24 00:00:00,99.18,0.0,0,0.85,23.1,221.0,0.89,0.27
2020-07-24 01:00:00,99.11,0.0,0,0.855,23.2,268.0,1.56,0.59
2020-07-24 02:00:00,99.06,0.0,0,0.859,23.3,235.0,1.6,0.66
2020-07-24 03:00:00,99.01,0.0,0,0.864,23.1,278.0,1.14,0.48
2020-07-24 04:00:00,99.02,0.0,0,0.865,23.1,248.0,1.12,0.44
2020-07-24 05:00:00,99.02,0.0,0,0.871,22.9,258.0,0.98,0.55
2020-07-24 06:00:00,99.04,0.0,0,0.869,22.9,256.0,1.76,0.69
2020-07-24 07:00:00,99.07,0.0,9,0.872,23.0,265.0,1.32,0.62
2020-07-24 08:00:00,99.14,0.0,107,0.877,23.6,243.0,1.23,0.46
2020-07-24 09:00:00,99.22,0.0,250,0.847,24.5,263.0,2.05,1.0
2020-07-24 10:00:00,99.23,0.0,412,0.84,26.0,223.0,2.81,1.24
2020-07-24 11:00:00,99.22,0.0,124,0.803,26.2,243.0,1.79,0.89
2020-07-24 12:00:00,99.17,0.0,354,0.793,26.7,276.0,2.12,1.07
2020-07-24 13:00:00,99.13,0.0,523,0.776,28.1,255.0,3.19,0.99
2020-07-24 14:00:00,99.11,0.0,284,0.777,27.1,255.0,2.74,1.11
2020-07-24 15:00:00,99.03,0.0,265,0.799,26.9,288.0,1.98,1.19
2020-07-24 16:00:00,98.94,0.0,331,0.757,27.8,274.0,2.56,1.12
2020-07-24 17:00:00,98.92,0.0,180,0.745,27.8,279.0,1.95,0.78
2020-07-24 18:00:00,98.94,0.0,78,0.747,27.5,230.0,1.42,0.82
2020-07-24 19:00:00,98.96,0.0,3,0.763,26.2,241.0,1.05,0.46
2020-07-24 20:00:00,99.04,0.0,0,0.778,25.4,235.0,1.1,0.54
2020-07-24 21:00:00,99.1,0.0,0,0.792,25.2,183.0,2.51,0.84
2020-07-24 22:00:00,99.14,0.0,0,0.804,24.2,223.0,1.73,0.67
2020-07-24 23:00:00,99.18,0.0,0,0.825,23.5,239.0,1.36,0.49
2020-07-25 00:00:00,99.18,0.0,0,0.85,22.8,232.0,1.09,0.39
2020-07-25 01:00:00,99.14,0.0,0,0.856,22.7,219.0,1.15,0.48
2020-07-25 02:00:00,99.11,0.0,0,0.852,22.8,248.0,1.62,0.71
2020-07-25 03:00:00,99.11,0.0,0,0.86,22.9,292.0,1.83,0.6
2020-07-25 04:00:00,99.16,0.0,0,0.855,22.9,246.0,1.21,0.6
2020-07-25 05:00:00,99.16,0.0,0,0.86,22.8,280.0,1.09,0.55
2020-07-25 06:00:00,99.18,0.0,0,0.863,22.8,269.0,0.66,0.4
2020-07-25 07:00:00,99.22,0.0,10,0.865,22.8,264.0,1.93,0.62
2020-07-25 08:00:00,99.25,0.0,64,0.868,23.2,264.0,2.1,0.8
2020-07-25 09:00:00,99.35,0.0,134,0.84,24.0,294.0,1.83,1.06
2020-07-25 10:00:00,99.35,0.0,311,0.831,24.8,270.0,4.04,1.62
2020-07-25 11:00:00,99.32,0.0,448,0.803,25.9,267.0,4.2,2.27
2020-07-25 12:00:00,99.25,0.0,386,0.788,26.8,243.0,3.05,1.52
2020-07-25 13:00:00,99.19,0.0,381,0.742,27.7,287.0,2.2,1.24
2020-07-25 14:00:00,99.12,0.0,591,0.714,29.3,250.0,3.18,1.42
2020-07-25 15:00:00,99.06,0.0,625,0.717,29.2,268.0,3.78,1.68
2020-07-25 16:00:00,98.98,0.0,600,0.702,30.0,283.0,3.44,1.64
2020-07-25 17:00:00,98.91,0.0,319,0.707,29.7,264.0,2.14,1.17
2020-07-25 18:00:00,98.93,0.0,106,0.704,28.6,248.0,2.17,1.03
2020-07-25 19:00:00,98.96,0.0,9,0.703,27.8,211.0,1.08,0.51
2020-07-25 20:00:00,99.03,0.0,0,0.725,26.8,252.0,0.93,0.49
2020-07-25 21:00:00,99.09,0.0,0,0.763,25.5,216.0,1.74,0.95
2020-07-25 22:00:00,99.14,0.0,0,0.785,24.7,213.0,1.42,0.57
2020-07-25 23:00:00,99.18,0.0,0,0.791,23.7,243.0,3.16,1.03
2020-07-26 00:00:00,99.22,0.0,0,0.823,22.8,238.0,0.87,0.37
2020-07-26 01:00:00,99.22,0.0,0,0.839,22.6,301.0,0.98,0.49
2020-07-26 02:00:00,99.17,0.0,0,0.844,22.9,205.0,1.75,0.82
2020-07-26 03:00:00,99.15,0.0,0,0.848,23.0,252.0,2.32,1.03
2020-07-26 04:00:00,99.15,0.0,0,0.852,22.9,264.0,1.59,0.58
2020-07-26 05:00:00,99.15,0.0,0,0.851,23.0,278.0,1.25,0.55
2020-07-26 06:00:00,99.23,0.0,0,0.848,22.9,299.0,3.01,1.28
2020-07-26 07:00:00,99.22,0.0,7,0.868,22.0,273.0,2.52,1.16
2020-07-26 08:00:00,99.23,0.0,64,0.876,22.2,273.0,1.23,0.52
2020-07-26 09:00:00,99.28,0.0,192,0.889,23.0,240.0,1.33,0.81
2020-07-26 10:00:00,99.29,0.0,554,0.85,25.6,234.0,1.92,0.85
2020-07-26 11:00:00,99.29,0.0,363,0.805,26.2,279.0,2.21,1.15
2020-07-26 12:00:00,99.27,0.0,374,0.778,27.6,256.0,3.45,1.3
2020-07-26 13:00:00,99.21,0.0,836,0.755,28.2,231.0,2.99,1.44
2020-07-26 14:00:00,99.12,0.0,332,0.786,26.9,214.0,2.03,1.06
2020-07-26 15:00:00,99.06,0.0,679,0.754,28.5,253.0,3.18,1.58
2020-07-26 16:00:00,98.98,0.0,238,0.767,27.3,226.0,5.01,1.78
2020-07-26 17:00:00,98.96,0.0,338,0.768,27.3,216.0,3.26,1.57
2020-07-26 18:00:00,98.97,0.0,129,0.776,26.6,241.0,2.48,0.95
2020-07-26 19:00:00,99.05,0.0,2,0.776,25.6,234.0,2.03,0.88
2020-07-26 20:00:00,99.18,0.0,0,0.792,24.8,240.0,1.38,0.73
2020-07-26 21:00:00,99.21,0.0,0,0.805,24.6,204.0,1.27,0.68
2020-07-26 22:00:00,99.3,0.0,0,0.802,24.5,253.0,2.7,1.22
2020-07-26 23:00:00,99.35,0.0,0,0.817,23.7,235.0,2.22,1.2
2020-07-27 00:00:00,99.32,0.0,0,0.83,23.4,259.0,1.29,0.61
2020-07-27 01:00:00,99.28,0.0,0,0.839,23.1,236.0,1.51,0.53
2020-07-27 02:00:00,99.22,0.0,0,0.843,23.1,261.0,1.88,0.63
2020-07-27 03:00:00,99.19,0.0,0,0.846,23.1,264.0,1.34,0.75
2020-07-27 04:00:00,99.19,0.0,0,0.834,23.2,270.0,2.14,1.17
2020-07-27 05:00:00,99.25,0.0,0,0.84,23.0,253.0,1.48,0.69
2020-07-27 06:00:00,99.26,0.0,0,0.843,23.0,275.0,1.7,0.7
2020-07-27 07:00:00,99.26,0.0,7,0.846,22.9,268.0,1.9,0.86
2020-07-27 08:00:00,99.33,0.0,49,0.847,23.2,274.0,2.17,1.32
2020-07-27 09:00:00,99.36,0.0,90,0.832,23.7,293.0,3.23,1.24
2020-07-27 10:00:00,99.35,0.0,169,0.827,24.6,285.0,3.23,1.41
2020-07-27 11:00:00,99.3,0.0,279,0.807,25.5,303.0,3.12,1.67
2020-07-27 12:00:00,99.27,0.0,417,0.794,26.0,235.0,2.41,1.27
2020-07-27 13:00:00,99.19,0.0,350,0.801,26.6,239.0,2.14,1.15
2020-07-27 14:00:00,99.14,0.0,240,0.773,27.6,285.0,1.25,0.75
2020-07-27 15:00:00,99.07,0.136,185,0.831,25.8,242.0,1.21,0.71
2020-07-27 16:00:00,98.99,0.0,285,0.793,27.8,265.0,1.75,1.09
2020-07-27 17:00:00,98.97,0.0,285,0.78,27.1,215.0,2.53,1.11
2020-07-27 18:00:00,99.02,0.0,40,0.783,25.9,204.0,2.32,1.01
2020-07-27 19:00:00,99.1,0.0,2,0.797,25.1,236.0,1.2,0.47
2020-07-27 20:00:00,99.13,0.0,0,0.807,24.5,217.0,1.58,0.52
2020-07-27 21:00:00,99.2,0.0,0,0.81,24.6,230.0,1.13,0.74
2020-07-27 22:00:00,99.29,0.0,0,0.814,24.2,232.0,3.12,1.29
2020-07-27 23:00:00,99.32,0.0,0,0.821,23.5,223.0,2.94,1.27
2020-07-28 00:00:00,99.26,0.0,0,0.831,23.2,254.0,2.44,1.01
2020-07-28 01:00:00,99.2,0.0,0,0.836,23.1,240.0,4.24,1.74
2020-07-28 02:00:00,99.16,0.0,0,0.833,23.0,240.0,5.12,1.81
2020-07-28 03:00:00,99.13,0.0,0,0.833,23.0,253.0,2.6,1.09
2020-07-28 04:00:00,99.11,0.0,0,0.837,23.0,241.0,1.83,0.89
2020-07-28 05:00:00,99.16,0.0,0,0.861,22.6,274.0,2.16,0.63
2020-07-28 06:00:00,99.2,0.0,0,0.858,22.8,281.0,1.03,0.51
2020-07-28 07:00:00,99.22,0.0,8,0.843,23.0,263.0,2.29,0.96
2020-07-28 08:00:00,99.32,0.0,18,0.846,23.1,245.0,1.78,0.82
2020-07-28 09:00:00,99.36,0.0,32,0.867,22.8,254.0,1.73,0.62
2020-07-28 10:00:00,99.39,0.0,94,0.878,22.9,256.0,1.61,0.76
2020-07-28 11:00:00,99.36,0.0,232,0.84,24.9,279.0,2.38,1.18
2020-07-28 12:00:00,99.32,0.0,324,0.816,25.6,222.0,2.04,0.96
2020-07-28 13:00:00,99.21,0.0,179,0.801,26.6,242.0,2.39,1.25
2020-07-28 14:00:00,99.17,0.0,168,0.77,26.8,268.0,0.9,0.48
2020-07-28 15:00:00,99.13,0.0,126,0.779,26.3,291.0,3.05,1.53
2020-07-28 16:00:00,99.09,0.0,145,0.775,26.7,264.0,2.03,1.0
2020-07-28 17:00:00,99.04,0.0,134,0.775,26.8,289.0,2.04,1.12
2020-07-28 18:00:00,99.07,0.0,67,0.772,26.5,287.0,2.29,1.18
2020-07-28 19:00:00,99.12,0.0,4,0.868,23.2,,,
2020-07-28 20:00:00,99.17,0.0,0,0.885,23.6,,,
2020-07-28 21:00:00,99.27,0.0,0,0.901,23.0,,,
2020-07-28 22:00:00,99.32,0.0,0,0.901,22.4,,,
2020-07-28 23:00:00,99.33,0.017,0,0.902,22.0,,,
2020-07-29 00:00:00,99.31,0.0,0,0.909,21.6,,,
2020-07-29 01:00:00,99.25,0.0,0,0.907,21.1,,,
2020-07-29 02:00:00,99.21,0.0,0,0.907,20.8,,,
2020-07-29 03:00:00,99.19,0.0,0,0.897,20.5,,,
2020-07-29 04:00:00,99.21,0.0,0,0.914,21.4,,,
2020-07-29 05:00:00,99.21,0.0,0,0.922,21.3,,,
2020-07-29 06:00:00,99.26,0.0,0,0.91,21.7,,,
2020-07-29 07:00:00,99.32,0.0,6,0.905,21.8,,,
2020-07-29 08:00:00,99.38,0.0,65,0.891,22.4,,,
2020-07-29 09:00:00,99.44,0.0,69,0.893,22.6,253.0,3.35,2.44
2020-07-29 10:00:00,99.46,0.0,223,0.859,23.6,244.0,3.21,2.1
2020-07-29 11:00:00,99.46,0.0,134,0.835,24.5,286.0,2.33,1.36
2020-07-29 12:00:00,99.4,0.0,308,0.814,24.8,261.0,2.07,0.9
2020-07-29 13:00:00,99.29,0.0,620,0.786,26.7,280.0,2.39,1.46
2020-07-29 14:00:00,99.18,0.0,601,0.727,28.6,256.0,1.97,1.07
2020-07-29 15:00:00,99.09,0.0,679,0.715,29.3,268.0,2.57,1.52
2020-07-29 16:00:00,99.01,0.0,248,0.708,29.7,256.0,1.8,0.93
2020-07-29 17:00:00,98.99,0.0,351,0.703,29.4,278.0,4.68,1.98
2020-07-29 18:00:00,99.0,0.0,184,0.7,29.4,259.0,1.89,1.09
2020-07-29 19:00:00,99.02,0.0,3,0.715,27.4,240.0,3.64,1.48
2020-07-29 20:00:00,99.11,0.0,0,0.722,26.2,232.0,3.53,1.64
2020-07-29 21:00:00,99.19,0.0,0,0.749,25.2,232.0,2.04,0.72
2020-07-29 22:00:00,99.26,0.0,0,0.775,24.3,207.0,1.59,0.79
2020-07-29 23:00:00,99.32,0.0,0,0.787,23.9,232.0,1.8,0.73
2020-07-30 00:00:00,99.32,0.0,0,0.805,23.2,237.0,1.69,0.63
2020-07-30 01:00:00,99.28,0.0,0,0.839,22.1,195.0,0.64,0.27
2020-07-30 02:00:00,99.21,0.0,0,0.852,22.0,205.0,0.78,0.37
2020-07-30 03:00:00,99.19,0.0,0,0.868,22.4,273.0,1.31,0.36
2020-07-30 04:00:00,99.18,0.0,0,0.861,22.7,266.0,2.5,0.81
2020-07-30 05:00:00,99.2,0.0,0,0.862,22.6,274.0,2.34,0.76
2020-07-30 06:00:00,99.25,0.0,0,0.866,22.5,283.0,0.65,0.32
2020-07-30 07:00:00,99.31,0.0,9,0.865,22.7,300.0,1.14,0.76
2020-07-30 08:00:00,99.39,0.0,98,0.862,23.1,274.0,1.66,0.84
2020-07-30 09:00:00,99.38,0.0,118,0.846,23.9,272.0,2.78,1.33
2020-07-30 10:00:00,99.4,0.0,358,0.813,24.8,263.0,5.1,2.07
2020-07-30 11:00:00,99.37,0.0,436,0.789,25.8,283.0,3.35,1.53
2020-07-30 12:00:00,99.35,0.0,363,0.791,26.4,285.0,2.34,1.09
2020-07-30 13:00:00,99.24,0.0,847,0.735,28.6,261.0,2.57,1.48
2020-07-30 14:00:00,99.15,0.0,294,0.74,28.3,284.0,2.3,1.31
2020-07-30 15:00:00,99.1,0.0,328,0.723,28.2,253.0,2.13,1.2
2020-07-30 16:00:00,99.05,0.0,251,0.727,28.3,280.0,1.71,1.02
2020-07-30 17:00:00,99.05,0.0,123,0.711,28.4,255.0,1.64,0.84
2020-07-30 18:00:00,99.06,0.0,58,0.712,27.8,260.0,1.04,0.6
2020-07-30 19:00:00,99.08,0.0,6,0.726,26.7,234.0,1.94,0.62
2020-07-30 20:00:00,99.18,0.0,0,0.77,25.0,217.0,2.79,0.95
2020-07-30 21:00:00,99.25,0.0,0,0.777,24.8,215.0,2.3,0.99
2020-07-30 22:00:00,99.33,0.0,0,0.785,24.3,236.0,2.2,0.9
2020-07-30 23:00:00,99.35,0.0,0,0.801,23.8,228.0,2.39,1.04
2020-07-31 00:00:00,99.33,0.0,0,0.827,23.1,226.0,2.02,1.12
2020-07-31 01:00:00,99.27,0.0,0,0.835,22.9,253.0,2.19,1.47
2020-07-31 02:00:00,99.19,0.0,0,0.841,22.8,254.0,2.37,0.99
2020-07-31 03:00:00,99.18,0.0,0,0.84,22.8,252.0,2.34,1.06
2020-07-31 04:00:00,99.16,0.0,0,0.845,22.7,274.0,1.14,0.54
2020-07-31 05:00:00,99.14,0.0,0,0.847,22.7,200.0,1.41,0.63
2020-07-31 06:00:00,99.16,0.0,0,0.847,22.8,262.0,1.87,0.84
2020-07-31 07:00:00,99.15,0.0,3,0.856,22.7,241.0,1.23,0.76
2020-07-31 08:00:00,99.24,0.0,25,0.857,22.4,252.0,3.91,1.72
2020-07-31 09:00:00,99.33,0.0,75,0.861,22.9,242.0,2.1,0.81
2020-07-31 10:00:00,99.38,0.0,37,0.853,23.3,274.0,1.88,1.02
2020-07-31 11:00:00,99.37,0.0,64,0.882,22.8,265.0,2.79,1.08
2020-07-31 12:00:00,99.33,0.0,97,0.873,23.0,258.0,2.2,1.04
2020-07-31 13:00:00,99.23,0.0,424,0.828,25.3,235.0,4.22,1.71
2020-07-31 14:00:00,99.17,0.0,157,0.811,25.9,239.0,2.7,1.43
2020-07-31 15:00:00,99.12,0.0,125,0.796,25.7,228.0,2.86,1.72
2020-07-31 16:00:00,99.11,0.0,158,0.789,26.1,228.0,1.87,0.87
2020-07-31 17:00:00,99.12,0.0,28,0.799,25.2,257.0,2.68,1.3
2020-07-31 18:00:00,99.16,0.0,44,0.819,24.4,223.0,2.83,1.22
2020-07-31 19:00:00,99.2,0.0,2,0.821,24.2,218.0,1.94,0.89
2020-07-31 20:00:00,99.24,0.0,0,0.836,23.6,236.0,1.98,0.83
2020-07-31 21:00:00,99.31,0.0,0,0.84,23.5,188.0,1.44,0.69
2020-07-31 22:00:00,99.37,0.0,0,0.841,23.4,208.0,1.34,0.51
2020-07-31 23:00:00,99.42,0.0,0,0.843,23.3,223.0,1.06,0.5
2020-08-01 00:00:00,99.41,0.0,0,0.851,23.1,227.0,2.29,0.54
2020-08-01 01:00:00,99.38,0.0,0,0.856,23.2,216.0,1.56,0.66
2020-08-01 02:00:00,99.33,0.0,0,0.859,23.1,218.0,2.49,0.97
